Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,479494,-,-,-,39.73,-105.18,-7,1876,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Temperature,Wind Speed
2020,1,1,0,30,0,0,0,-3.2,5.9
2020,1,1,1,30,0,0,0,-2.9000000000000004,6.2
2020,1,1,2,30,0,0,0,-2.7,6.5
2020,1,1,3,30,0,0,0,-2.5,6.5
2020,1,1,4,30,0,0,0,-2.3000000000000003,6.1000000000000005
2020,1,1,5,30,0,0,0,-1.8,5.800000000000001
2020,1,1,6,30,0,0,0,-1.2000000000000002,5.4
2020,1,1,7,30,5,0,5,-0.4,5.2
2020,1,1,8,30,128,328,71,0.8,5.300000000000001
2020,1,1,9,30,254,504,100,2.5,5.4
2020,1,1,10,30,99,1,99,4.1000000000000005,5.4
2020,1,1,11,30,118,1,118,5.300000000000001,5.5
2020,1,1,12,30,126,1,126,5.800000000000001,5.300000000000001
2020,1,1,13,30,308,488,108,5,4.800000000000001
2020,1,1,14,30,303,666,89,3.5,4.3
2020,1,1,15,30,182,764,35,2,4.1000000000000005
2020,1,1,16,30,29,322,17,0.8,4
2020,1,1,17,30,0,0,0,0,3.9000000000000004
2020,1,1,18,30,0,0,0,-0.9,3.6
2020,1,1,19,30,0,0,0,-1.6,3.5
2020,1,1,20,30,0,0,0,-1.9000000000000001,3.7
2020,1,1,21,30,0,0,0,-2.2,4.1000000000000005
2020,1,1,22,30,0,0,0,-2.6,4.3
2020,1,1,23,30,0,0,0,-3,4.3
2020,1,2,0,30,0,0,0,-3.4000000000000004,4
2020,1,2,1,30,0,0,0,-3.7,3.6
2020,1,2,2,30,0,0,0,-4.1000000000000005,2.9000000000000004
2020,1,2,3,30,0,0,0,-4.5,2.4000000000000004
2020,1,2,4,30,0,0,0,-4.9,2
2020,1,2,5,30,0,0,0,-5.2,1.9000000000000001
2020,1,2,6,30,0,0,0,-5.300000000000001,2
2020,1,2,7,30,8,1,8,-4.3,2.4000000000000004
2020,1,2,8,30,134,354,73,-2,2.9000000000000004
2020,1,2,9,30,314,900,39,0.30000000000000004,3
2020,1,2,10,30,432,962,47,1.8,3
2020,1,2,11,30,497,984,52,2.6,2.9000000000000004
2020,1,2,12,30,502,985,53,3,2.7
2020,1,2,13,30,447,960,52,2.9000000000000004,2.5
2020,1,2,14,30,337,900,46,2,1.8
2020,1,2,15,30,186,765,36,0,1
2020,1,2,16,30,29,302,17,-1.8,0.8
2020,1,2,17,30,0,0,0,-2.6,1.2000000000000002
2020,1,2,18,30,0,0,0,-3.4000000000000004,1.5
2020,1,2,19,30,0,0,0,-4.2,1.6
2020,1,2,20,30,0,0,0,-4.800000000000001,1.7000000000000002
2020,1,2,21,30,0,0,0,-5.4,1.8
2020,1,2,22,30,0,0,0,-5.800000000000001,2
2020,1,2,23,30,0,0,0,-6.1000000000000005,2.1
2020,1,3,0,30,0,0,0,-6.6000000000000005,2.3000000000000003
2020,1,3,1,30,0,0,0,-6.9,2.5
2020,1,3,2,30,0,0,0,-7.1000000000000005,2.6
2020,1,3,3,30,0,0,0,-7.300000000000001,2.6
2020,1,3,4,30,0,0,0,-7.5,2.6
2020,1,3,5,30,0,0,0,-7.6000000000000005,2.7
2020,1,3,6,30,0,0,0,-7.4,2.9000000000000004
2020,1,3,7,30,13,182,10,-5.9,3.6
2020,1,3,8,30,156,738,29,-3.1,4.7
2020,1,3,9,30,290,721,70,-0.4,5.4
2020,1,3,10,30,414,877,62,1.9000000000000001,5.800000000000001
2020,1,3,11,30,488,979,44,3.2,6
2020,1,3,12,30,492,978,45,3.7,6.1000000000000005
2020,1,3,13,30,439,951,46,3.7,5.9
2020,1,3,14,30,334,889,45,3,5.1000000000000005
2020,1,3,15,30,185,758,35,1.3,4.1000000000000005
2020,1,3,16,30,31,315,18,-0.4,3.7
2020,1,3,17,30,0,0,0,-1.1,3.7
2020,1,3,18,30,0,0,0,-1.4000000000000001,3.9000000000000004
2020,1,3,19,30,0,0,0,-1.6,3.9000000000000004
2020,1,3,20,30,0,0,0,-1.8,3.7
2020,1,3,21,30,0,0,0,-2,3.5
2020,1,3,22,30,0,0,0,-2.3000000000000003,3.4000000000000004
2020,1,3,23,30,0,0,0,-2.4000000000000004,3.5
2020,1,4,0,30,0,0,0,-2.4000000000000004,3.7
2020,1,4,1,30,0,0,0,-2.4000000000000004,3.8000000000000003
2020,1,4,2,30,0,0,0,-2.1,3.9000000000000004
2020,1,4,3,30,0,0,0,-1.8,4.1000000000000005
2020,1,4,4,30,0,0,0,-1.5,4
2020,1,4,5,30,0,0,0,-1.4000000000000001,3.9000000000000004
2020,1,4,6,30,0,0,0,-1.2000000000000002,3.8000000000000003
2020,1,4,7,30,7,0,7,0.2,3.8000000000000003
2020,1,4,8,30,131,322,75,2.9000000000000004,3.8000000000000003
2020,1,4,9,30,248,402,125,5.5,3.6
2020,1,4,10,30,379,658,114,7.800000000000001,3
2020,1,4,11,30,348,286,218,9.700000000000001,2.4000000000000004
2020,1,4,12,30,432,611,151,10.700000000000001,2
2020,1,4,13,30,404,720,105,10.200000000000001,1.5
2020,1,4,14,30,294,551,114,8.3,1.2000000000000002
2020,1,4,15,30,187,754,36,5.800000000000001,1.5
2020,1,4,16,30,26,110,21,3.6,2.3000000000000003
2020,1,4,17,30,0,0,0,2.1,3.2
2020,1,4,18,30,0,0,0,1.3,4
2020,1,4,19,30,0,0,0,0.9,4.6000000000000005
2020,1,4,20,30,0,0,0,0.5,5
2020,1,4,21,30,0,0,0,0.2,5.2
2020,1,4,22,30,0,0,0,0,5.2
2020,1,4,23,30,0,0,0,-0.30000000000000004,4.800000000000001
2020,1,5,0,30,0,0,0,-0.8,4.2
2020,1,5,1,30,0,0,0,-1.4000000000000001,3.5
2020,1,5,2,30,0,0,0,-2.1,2.6
2020,1,5,3,30,0,0,0,-2.9000000000000004,1.6
2020,1,5,4,30,0,0,0,-3.7,0.8
2020,1,5,5,30,0,0,0,-4.5,0.5
2020,1,5,6,30,0,0,0,-4.9,0.9
2020,1,5,7,30,14,187,11,-4.1000000000000005,1.7000000000000002
2020,1,5,8,30,163,762,31,-2.1,2.3000000000000003
2020,1,5,9,30,316,882,45,0.5,2.8000000000000003
2020,1,5,10,30,390,677,117,2.8000000000000003,3.6
2020,1,5,11,30,503,1002,46,4.5,4.1000000000000005
2020,1,5,12,30,507,998,47,5.6000000000000005,4.3
2020,1,5,13,30,449,949,52,5.9,3.9000000000000004
2020,1,5,14,30,344,916,42,4.7,3.1
2020,1,5,15,30,194,782,35,2,2.2
2020,1,5,16,30,36,369,18,-0.6000000000000001,1.7000000000000002
2020,1,5,17,30,0,0,0,-1.8,1.6
2020,1,5,18,30,0,0,0,-2.2,1.8
2020,1,5,19,30,0,0,0,-2.3000000000000003,2
2020,1,5,20,30,0,0,0,-2.3000000000000003,2.3000000000000003
2020,1,5,21,30,0,0,0,-2.2,2.8000000000000003
2020,1,5,22,30,0,0,0,-2.2,3.2
2020,1,5,23,30,0,0,0,-2.6,3.4000000000000004
2020,1,6,0,30,0,0,0,-3.3000000000000003,3.6
2020,1,6,1,30,0,0,0,-4,3.8000000000000003
2020,1,6,2,30,0,0,0,-4.5,4.2
2020,1,6,3,30,0,0,0,-5,4.4
2020,1,6,4,30,0,0,0,-5.5,4.2
2020,1,6,5,30,0,0,0,-5.9,3.6
2020,1,6,6,30,0,0,0,-6.1000000000000005,3.3000000000000003
2020,1,6,7,30,7,0,7,-5,3.9000000000000004
2020,1,6,8,30,106,148,80,-3,5.5
2020,1,6,9,30,325,924,41,-1.7000000000000002,7.2
2020,1,6,10,30,447,989,47,-1,7.800000000000001
2020,1,6,11,30,491,877,90,-0.5,7.800000000000001
2020,1,6,12,30,521,1020,49,-0.1,7.6000000000000005
2020,1,6,13,30,464,997,45,0,7.2
2020,1,6,14,30,350,932,40,-0.30000000000000004,6.4
2020,1,6,15,30,198,812,31,-1.7000000000000002,4.9
2020,1,6,16,30,38,393,18,-3.3000000000000003,3.8000000000000003
2020,1,6,17,30,0,0,0,-4,3.7
2020,1,6,18,30,0,0,0,-4.1000000000000005,3.9000000000000004
2020,1,6,19,30,0,0,0,-4.1000000000000005,4.1000000000000005
2020,1,6,20,30,0,0,0,-4,4.2
2020,1,6,21,30,0,0,0,-3.9000000000000004,4.4
2020,1,6,22,30,0,0,0,-3.7,4.800000000000001
2020,1,6,23,30,0,0,0,-3.5,5.2
2020,1,7,0,30,0,0,0,-3.4000000000000004,5.6000000000000005
2020,1,7,1,30,0,0,0,-3.2,5.800000000000001
2020,1,7,2,30,0,0,0,-3,5.7
2020,1,7,3,30,0,0,0,-2.9000000000000004,5.5
2020,1,7,4,30,0,0,0,-2.8000000000000003,5.2
2020,1,7,5,30,0,0,0,-2.8000000000000003,4.800000000000001
2020,1,7,6,30,0,0,0,-2.7,4.3
2020,1,7,7,30,13,171,10,-1.6,4.1000000000000005
2020,1,7,8,30,161,755,30,1,4.2
2020,1,7,9,30,320,913,38,3.7,4.4
2020,1,7,10,30,441,983,42,5.800000000000001,4.2
2020,1,7,11,30,508,1011,44,7.2,3.8000000000000003
2020,1,7,12,30,475,771,116,7.9,3.2
2020,1,7,13,30,365,422,187,7.9,2.5
2020,1,7,14,30,349,926,39,6.800000000000001,1.6
2020,1,7,15,30,199,804,32,4.6000000000000005,0.8
2020,1,7,16,30,41,417,19,2.3000000000000003,0.6000000000000001
2020,1,7,17,30,0,0,0,1,0.6000000000000001
2020,1,7,18,30,0,0,0,0.30000000000000004,0.9
2020,1,7,19,30,0,0,0,-0.2,1.3
2020,1,7,20,30,0,0,0,-0.6000000000000001,1.8
2020,1,7,21,30,0,0,0,-1.1,2.3000000000000003
2020,1,7,22,30,0,0,0,-1.6,2.8000000000000003
2020,1,7,23,30,0,0,0,-1.8,3.1
2020,1,8,0,30,0,0,0,-1.8,3.1
2020,1,8,1,30,0,0,0,-1.8,3
2020,1,8,2,30,0,0,0,-1.9000000000000001,2.8000000000000003
2020,1,8,3,30,0,0,0,-1.9000000000000001,2.7
2020,1,8,4,30,0,0,0,-1.7000000000000002,2.6
2020,1,8,5,30,0,0,0,-1.6,2.8000000000000003
2020,1,8,6,30,0,0,0,-1.4000000000000001,3.1
2020,1,8,7,30,12,117,10,-0.1,3.7
2020,1,8,8,30,161,734,33,2.3000000000000003,4.1000000000000005
2020,1,8,9,30,317,891,41,4.7,3.8000000000000003
2020,1,8,10,30,441,966,48,7.300000000000001,3.8000000000000003
2020,1,8,11,30,508,993,50,9,4
2020,1,8,12,30,515,995,50,9.3,4.1000000000000005
2020,1,8,13,30,311,319,175,8.3,3.7
2020,1,8,14,30,354,914,45,6.300000000000001,2.8000000000000003
2020,1,8,15,30,203,788,37,3.3000000000000003,2.1
2020,1,8,16,30,42,402,20,0.7000000000000001,1.9000000000000001
2020,1,8,17,30,0,0,0,-0.6000000000000001,2.2
2020,1,8,18,30,0,0,0,-1.1,2.7
2020,1,8,19,30,0,0,0,-1.4000000000000001,3
2020,1,8,20,30,0,0,0,-1.9000000000000001,2.9000000000000004
2020,1,8,21,30,0,0,0,-2.2,2.6
2020,1,8,22,30,0,0,0,-2.4000000000000004,2.5
2020,1,8,23,30,0,0,0,-2.5,2.2
2020,1,9,0,30,0,0,0,-2.7,1.8
2020,1,9,1,30,0,0,0,-2.8000000000000003,1.6
2020,1,9,2,30,0,0,0,-3,1.3
2020,1,9,3,30,0,0,0,-3.4000000000000004,0.9
2020,1,9,4,30,0,0,0,-3.8000000000000003,0.7000000000000001
2020,1,9,5,30,0,0,0,-3.8000000000000003,0.5
2020,1,9,6,30,0,0,0,-3.8000000000000003,0.4
2020,1,9,7,30,13,143,11,-3.2,0.6000000000000001
2020,1,9,8,30,160,691,39,-1.7000000000000002,1
2020,1,9,9,30,318,862,50,0.30000000000000004,1.5
2020,1,9,10,30,421,838,78,1.8,1.3
2020,1,9,11,30,508,973,58,2.6,0.9
2020,1,9,12,30,512,964,59,3,0.9
2020,1,9,13,30,446,866,76,3,1
2020,1,9,14,30,207,90,176,2.3000000000000003,1
2020,1,9,15,30,97,15,94,0.9,1
2020,1,9,16,30,23,2,23,-0.5,1.2000000000000002
2020,1,9,17,30,0,0,0,-1.2000000000000002,1.2000000000000002
2020,1,9,18,30,0,0,0,-1.6,0.9
2020,1,9,19,30,0,0,0,-2,0.6000000000000001
2020,1,9,20,30,0,0,0,-2.3000000000000003,0.8
2020,1,9,21,30,0,0,0,-2.5,1.3
2020,1,9,22,30,0,0,0,-2.9000000000000004,1.7000000000000002
2020,1,9,23,30,0,0,0,-3.4000000000000004,2
2020,1,10,0,30,0,0,0,-3.8000000000000003,2.3000000000000003
2020,1,10,1,30,0,0,0,-4.2,2.4000000000000004
2020,1,10,2,30,0,0,0,-4.800000000000001,2.2
2020,1,10,3,30,0,0,0,-5.7,2
2020,1,10,4,30,0,0,0,-7,2
2020,1,10,5,30,0,0,0,-7.9,2
2020,1,10,6,30,0,0,0,-8.4,2
2020,1,10,7,30,14,179,11,-7.4,2.4000000000000004
2020,1,10,8,30,165,745,34,-5.1000000000000005,3
2020,1,10,9,30,325,892,47,-3,3.4000000000000004
2020,1,10,10,30,255,82,221,-2,3.6
2020,1,10,11,30,505,922,76,-1.7000000000000002,3.5
2020,1,10,12,30,374,212,274,-1.7000000000000002,3.3000000000000003
2020,1,10,13,30,460,897,74,-2,3.1
2020,1,10,14,30,349,818,68,-2.6,2.7
2020,1,10,15,30,211,790,40,-3.9000000000000004,2.2
2020,1,10,16,30,50,471,21,-5.800000000000001,1.8
2020,1,10,17,30,0,0,0,-7.300000000000001,1.2000000000000002
2020,1,10,18,30,0,0,0,-8.4,0.8
2020,1,10,19,30,0,0,0,-9.200000000000001,0.8
2020,1,10,20,30,0,0,0,-9.9,1.4000000000000001
2020,1,10,21,30,0,0,0,-10.600000000000001,2.2
2020,1,10,22,30,0,0,0,-11.200000000000001,2.9000000000000004
2020,1,10,23,30,0,0,0,-11.4,3.1
2020,1,11,0,30,0,0,0,-11.4,2.9000000000000004
2020,1,11,1,30,0,0,0,-11.4,2.7
2020,1,11,2,30,0,0,0,-11.200000000000001,2.7
2020,1,11,3,30,0,0,0,-10.8,2.9000000000000004
2020,1,11,4,30,0,0,0,-10.3,2.9000000000000004
2020,1,11,5,30,0,0,0,-9.600000000000001,2.9000000000000004
2020,1,11,6,30,0,0,0,-8.9,2.8000000000000003
2020,1,11,7,30,8,1,8,-7.2,2.7
2020,1,11,8,30,153,586,49,-4.4,2.7
2020,1,11,9,30,320,878,45,-1.2000000000000002,2.6
2020,1,11,10,30,441,948,50,1.9000000000000001,3
2020,1,11,11,30,504,944,63,3.8000000000000003,3.5
2020,1,11,12,30,518,971,58,4.3,3.3000000000000003
2020,1,11,13,30,462,929,60,4,2.8000000000000003
2020,1,11,14,30,354,870,53,2.8000000000000003,2.3000000000000003
2020,1,11,15,30,91,10,89,0.7000000000000001,1.9000000000000001
2020,1,11,16,30,17,0,17,-1.1,1.7000000000000002
2020,1,11,17,30,0,0,0,-2.1,1.5
2020,1,11,18,30,0,0,0,-2.8000000000000003,1.2000000000000002
2020,1,11,19,30,0,0,0,-3.4000000000000004,1
2020,1,11,20,30,0,0,0,-4,1
2020,1,11,21,30,0,0,0,-4.6000000000000005,1.1
2020,1,11,22,30,0,0,0,-5.4,1.2000000000000002
2020,1,11,23,30,0,0,0,-6.1000000000000005,1.2000000000000002
2020,1,12,0,30,0,0,0,-6.6000000000000005,1.4000000000000001
2020,1,12,1,30,0,0,0,-7,1.7000000000000002
2020,1,12,2,30,0,0,0,-7.1000000000000005,2
2020,1,12,3,30,0,0,0,-7.2,2.2
2020,1,12,4,30,0,0,0,-7.2,2.5
2020,1,12,5,30,0,0,0,-7.300000000000001,2.5
2020,1,12,6,30,0,0,0,-7.4,2.5
2020,1,12,7,30,17,222,13,-6.5,3
2020,1,12,8,30,168,766,32,-4.1000000000000005,3.5
2020,1,12,9,30,328,920,39,-1.5,3.7
2020,1,12,10,30,451,984,44,0.4,3.4000000000000004
2020,1,12,11,30,522,1006,50,1.4000000000000001,3
2020,1,12,12,30,532,1005,53,1.7000000000000002,2.7
2020,1,12,13,30,479,984,50,1.5,2.5
2020,1,12,14,30,338,727,84,0.9,2.2
2020,1,12,15,30,150,125,122,-0.30000000000000004,1.5
2020,1,12,16,30,29,3,29,-1.8,0.9
2020,1,12,17,30,0,0,0,-2.8000000000000003,0.8
2020,1,12,18,30,0,0,0,-3.5,1
2020,1,12,19,30,0,0,0,-4.3,1.2000000000000002
2020,1,12,20,30,0,0,0,-5,1.3
2020,1,12,21,30,0,0,0,-5.6000000000000005,1.3
2020,1,12,22,30,0,0,0,-6.1000000000000005,1.4000000000000001
2020,1,12,23,30,0,0,0,-6.6000000000000005,1.4000000000000001
2020,1,13,0,30,0,0,0,-7,1.3
2020,1,13,1,30,0,0,0,-7.300000000000001,1.4000000000000001
2020,1,13,2,30,0,0,0,-7.4,1.5
2020,1,13,3,30,0,0,0,-7.4,1.6
2020,1,13,4,30,0,0,0,-7.300000000000001,1.7000000000000002
2020,1,13,5,30,0,0,0,-7.300000000000001,1.7000000000000002
2020,1,13,6,30,0,0,0,-7,1.8
2020,1,13,7,30,17,189,14,-5.300000000000001,2.3000000000000003
2020,1,13,8,30,165,709,38,-2.5,3.1
2020,1,13,9,30,325,872,49,0.1,3.8000000000000003
2020,1,13,10,30,439,882,72,2,4.5
2020,1,13,11,30,127,4,125,2.8000000000000003,4.9
2020,1,13,12,30,229,26,217,2.7,5.300000000000001
2020,1,13,13,30,481,958,61,2.2,5.5
2020,1,13,14,30,374,915,52,1.2000000000000002,4.9
2020,1,13,15,30,222,800,41,-0.4,3.8000000000000003
2020,1,13,16,30,57,483,23,-2,3.1
2020,1,13,17,30,0,0,0,-2.7,3
2020,1,13,18,30,0,0,0,-3,3
2020,1,13,19,30,0,0,0,-3,2.9000000000000004
2020,1,13,20,30,0,0,0,-3,2.5
2020,1,13,21,30,0,0,0,-3.2,2.1
2020,1,13,22,30,0,0,0,-3.6,1.7000000000000002
2020,1,13,23,30,0,0,0,-4,1.5
2020,1,14,0,30,0,0,0,-4.2,1.7000000000000002
2020,1,14,1,30,0,0,0,-4.1000000000000005,1.9000000000000001
2020,1,14,2,30,0,0,0,-4.2,2.1
2020,1,14,3,30,0,0,0,-4.3,2.2
2020,1,14,4,30,0,0,0,-4.4,2.3000000000000003
2020,1,14,5,30,0,0,0,-4.5,2.4000000000000004
2020,1,14,6,30,0,0,0,-4.4,2.4000000000000004
2020,1,14,7,30,18,239,13,-2.7,2.9000000000000004
2020,1,14,8,30,171,770,32,0.6000000000000001,3.6
2020,1,14,9,30,333,919,41,3.7,4.3
2020,1,14,10,30,457,983,46,6.1000000000000005,5.300000000000001
2020,1,14,11,30,528,1010,49,7.2,5.9
2020,1,14,12,30,538,1010,51,7.4,6.1000000000000005
2020,1,14,13,30,482,977,50,6.9,5.6000000000000005
2020,1,14,14,30,375,920,48,5.5,4.5
2020,1,14,15,30,223,798,40,2.9000000000000004,3.1
2020,1,14,16,30,58,467,24,0.5,2.4000000000000004
2020,1,14,17,30,0,0,0,-0.5,2.1
2020,1,14,18,30,0,0,0,-0.9,2.1
2020,1,14,19,30,0,0,0,-1.2000000000000002,2.1
2020,1,14,20,30,0,0,0,-1.4000000000000001,2.1
2020,1,14,21,30,0,0,0,-1.7000000000000002,2
2020,1,14,22,30,0,0,0,-2,1.9000000000000001
2020,1,14,23,30,0,0,0,-2.3000000000000003,1.8
2020,1,15,0,30,0,0,0,-2.6,1.7000000000000002
2020,1,15,1,30,0,0,0,-2.9000000000000004,1.6
2020,1,15,2,30,0,0,0,-3.2,1.5
2020,1,15,3,30,0,0,0,-3.5,1.6
2020,1,15,4,30,0,0,0,-3.7,1.6
2020,1,15,5,30,0,0,0,-4.1000000000000005,1.5
2020,1,15,6,30,0,0,0,-4.6000000000000005,1.5
2020,1,15,7,30,18,225,13,-3.4000000000000004,2
2020,1,15,8,30,170,740,35,-0.8,2.5
2020,1,15,9,30,331,889,47,2,2.5
2020,1,15,10,30,455,955,54,4.3,2.1
2020,1,15,11,30,525,983,56,5.6000000000000005,1.9000000000000001
2020,1,15,12,30,531,976,58,6,2.3000000000000003
2020,1,15,13,30,480,952,57,5.7,2.8000000000000003
2020,1,15,14,30,373,895,52,4.4,2.4000000000000004
2020,1,15,15,30,223,771,44,1.6,1.6
2020,1,15,16,30,59,453,24,-1.1,1.3
2020,1,15,17,30,0,0,0,-2.1,1.6
2020,1,15,18,30,0,0,0,-2.4000000000000004,2.1
2020,1,15,19,30,0,0,0,-2.9000000000000004,2.4000000000000004
2020,1,15,20,30,0,0,0,-3.6,2.4000000000000004
2020,1,15,21,30,0,0,0,-4.5,2.4000000000000004
2020,1,15,22,30,0,0,0,-5.5,2.5
2020,1,15,23,30,0,0,0,-6.1000000000000005,2.7
2020,1,16,0,30,0,0,0,-6.2,3.2
2020,1,16,1,30,0,0,0,-6.4,3.6
2020,1,16,2,30,0,0,0,-6.300000000000001,3.7
2020,1,16,3,30,0,0,0,-6.1000000000000005,3.8000000000000003
2020,1,16,4,30,0,0,0,-5.7,3.9000000000000004
2020,1,16,5,30,0,0,0,-5.4,4
2020,1,16,6,30,0,0,0,-4.9,4
2020,1,16,7,30,10,1,10,-3.5,4
2020,1,16,8,30,116,88,100,-0.8,4
2020,1,16,9,30,217,177,160,2.3000000000000003,4
2020,1,16,10,30,330,303,202,5.1000000000000005,3.8000000000000003
2020,1,16,11,30,382,300,238,6.9,3.1
2020,1,16,12,30,377,262,249,7.2,2.3000000000000003
2020,1,16,13,30,287,112,237,6.2,1.7000000000000002
2020,1,16,14,30,198,58,177,4.7,1.6
2020,1,16,15,30,112,22,107,3.1,1.7000000000000002
2020,1,16,16,30,22,1,22,1.8,1.9000000000000001
2020,1,16,17,30,0,0,0,1.3,2.2
2020,1,16,18,30,0,0,0,1.1,2.4000000000000004
2020,1,16,19,30,0,0,0,1,2.7
2020,1,16,20,30,0,0,0,0.9,2.9000000000000004
2020,1,16,21,30,0,0,0,0.7000000000000001,3
2020,1,16,22,30,0,0,0,0.5,3.1
2020,1,16,23,30,0,0,0,0.6000000000000001,3.2
2020,1,17,0,30,0,0,0,0.7000000000000001,3.3000000000000003
2020,1,17,1,30,0,0,0,0.7000000000000001,3.1
2020,1,17,2,30,0,0,0,0.5,2.7
2020,1,17,3,30,0,0,0,0,2.4000000000000004
2020,1,17,4,30,0,0,0,-0.5,2.4000000000000004
2020,1,17,5,30,0,0,0,-0.7000000000000001,2.6
2020,1,17,6,30,0,0,0,-0.6000000000000001,2.9000000000000004
2020,1,17,7,30,19,239,14,0.5,3.4000000000000004
2020,1,17,8,30,174,762,33,2.9000000000000004,4
2020,1,17,9,30,333,880,48,5,4.9
2020,1,17,10,30,458,948,55,6.1000000000000005,5.6000000000000005
2020,1,17,11,30,397,415,197,6.4,5.6000000000000005
2020,1,17,12,30,484,797,93,6.300000000000001,5.5
2020,1,17,13,30,488,946,61,5.300000000000001,5.6000000000000005
2020,1,17,14,30,315,506,130,3.3000000000000003,6.5
2020,1,17,15,30,155,94,132,1,7.4
2020,1,17,16,30,36,5,36,-0.9,7.6000000000000005
2020,1,17,17,30,0,0,0,-1.8,7.6000000000000005
2020,1,17,18,30,0,0,0,-2.3000000000000003,7.800000000000001
2020,1,17,19,30,0,0,0,-2.8000000000000003,7.7
2020,1,17,20,30,0,0,0,-3.5,6.9
2020,1,17,21,30,0,0,0,-4.1000000000000005,5.7
2020,1,17,22,30,0,0,0,-4.6000000000000005,4.5
2020,1,17,23,30,0,0,0,-5.2,3.6
2020,1,18,0,30,0,0,0,-5.800000000000001,3
2020,1,18,1,30,0,0,0,-6.1000000000000005,2.6
2020,1,18,2,30,0,0,0,-6.300000000000001,2.3000000000000003
2020,1,18,3,30,0,0,0,-6.300000000000001,2.1
2020,1,18,4,30,0,0,0,-6.5,1.8
2020,1,18,5,30,0,0,0,-6.7,1.7000000000000002
2020,1,18,6,30,0,0,0,-6.7,1.7000000000000002
2020,1,18,7,30,11,35,10,-5.7,2
2020,1,18,8,30,174,747,34,-3.5,2
2020,1,18,9,30,317,771,66,-0.9,1.7000000000000002
2020,1,18,10,30,412,703,111,1.2000000000000002,1.2000000000000002
2020,1,18,11,30,529,974,57,2.5,1
2020,1,18,12,30,518,874,86,3.2,1.3
2020,1,18,13,30,420,614,141,3.2,1.8
2020,1,18,14,30,307,398,160,2.4000000000000004,1.8
2020,1,18,15,30,222,640,67,0.30000000000000004,1.3
2020,1,18,16,30,61,332,32,-2,0.9
2020,1,18,17,30,0,0,0,-3.1,0.7000000000000001
2020,1,18,18,30,0,0,0,-3.8000000000000003,0.6000000000000001
2020,1,18,19,30,0,0,0,-4.5,0.5
2020,1,18,20,30,0,0,0,-5.1000000000000005,0.6000000000000001
2020,1,18,21,30,0,0,0,-5.5,0.8
2020,1,18,22,30,0,0,0,-5.5,1.2000000000000002
2020,1,18,23,30,0,0,0,-5.4,1.7000000000000002
2020,1,19,0,30,0,0,0,-5.4,2.1
2020,1,19,1,30,0,0,0,-5.5,2.4000000000000004
2020,1,19,2,30,0,0,0,-5.6000000000000005,2.5
2020,1,19,3,30,0,0,0,-5.7,2.4000000000000004
2020,1,19,4,30,0,0,0,-5.7,2.4000000000000004
2020,1,19,5,30,0,0,0,-5.800000000000001,2.3000000000000003
2020,1,19,6,30,0,0,0,-5.7,2.3000000000000003
2020,1,19,7,30,20,226,14,-4.2,2.8000000000000003
2020,1,19,8,30,176,739,36,-1.5,2.7
2020,1,19,9,30,338,889,46,1.4000000000000001,1.7000000000000002
2020,1,19,10,30,463,954,53,3.7,1.5
2020,1,19,11,30,535,980,57,4.800000000000001,2.1
2020,1,19,12,30,547,985,57,5.1000000000000005,2.5
2020,1,19,13,30,497,965,55,4.9,2.6
2020,1,19,14,30,391,913,51,4,2.1
2020,1,19,15,30,242,814,41,1.9000000000000001,1.2000000000000002
2020,1,19,16,30,74,539,26,-0.30000000000000004,0.7000000000000001
2020,1,19,17,30,0,0,0,-1.5,0.5
2020,1,19,18,30,0,0,0,-2.5,0.6000000000000001
2020,1,19,19,30,0,0,0,-3.2,0.9
2020,1,19,20,30,0,0,0,-3.8000000000000003,1.3
2020,1,19,21,30,0,0,0,-4.4,1.6
2020,1,19,22,30,0,0,0,-4.800000000000001,1.7000000000000002
2020,1,19,23,30,0,0,0,-5,1.8
2020,1,20,0,30,0,0,0,-5.2,1.8
2020,1,20,1,30,0,0,0,-5.4,2
2020,1,20,2,30,0,0,0,-5.6000000000000005,2.1
2020,1,20,3,30,0,0,0,-5.7,2.3000000000000003
